﹟,Glide ﹟,Start Date,End Date,Country,Area (km²),Source,Main Cause,Fatalities,Displaced,Severity,Flood impact index
814,,12/20/93,12/24/93,Ukraine,"4,267",News,Heavy rain,5,25000,1,4.3
810,,12/16/93,12/18/93,Colombia,"1,958",News,Heavy rain,35,150,1,3.8
811,,12/16/93,12/29/93,Thailand,"42,416",News,Torrential rain,41,2000,1,5.8
809,,12/15/93,12/27/93,Sri Lanka,"24,713",News,Heavy rain,0,500000,2,5.8
808,,12/9/93,12/12/93,"Costa Rica,Panama","14,334",News,Heavy rain,4,17000,1,4.8
807,,12/8/93,12/15/93,Peru,"162,328",News,Heavy rain,0,5000,1,6.1
806,,12/7/93,12/15/93,China,"12,109",News,Ice jam/break-up,0,5200,1,5
805,,12/5/93,12/13/93,"Philippines,Viet Nam","46,913",News,Tropical cyclone,353,598000,1,5.6
804,,12/4/93,12/15/93,India,"7,969",News,Tropical cyclone,70,45000,1,5
801,,11/29/93,11/30/93,Iran (Islamic Republic of),989,News,Heavy rain,3,0,1,3.3
803,,11/29/93,12/1/93,Philippines,359,News,Heavy rain,27,0,1,3
802,,11/27/93,12/2/93,Thailand,"56,412",News,Torrential rain,11,0,1,5.5
800,,11/24/93,11/28/93,Cuba,"19,323",News,Torrential rain,30,51000,1,5
799,,11/13/93,11/16/93,United States of America,"33,628",News,Heavy rain,5,600,2,5.4
798,,11/10/93,11/14/93,India,"40,501",News,Heavy rain,95,0,1,5.3
795,,11/4/93,11/15/93,China,"1,017",News,Tropical cyclone,2,0,1,4.1
796,,11/4/93,11/6/93,Mexico,"1,667",News,Heavy rain,0,10000,1,3.7
797,,11/3/93,11/16/93,Indonesia,"44,228",News,Torrential rain,5,3000,1,5.8
793,,10/31/93,11/2/93,France,"1,692",News,Torrential rain,4,0,1,3.7
794,,10/31/93,11/3/93,Honduras,"6,656",News,Torrential rain,174,15000,1,4.4
792,,10/19/93,10/20/93,Algeria,"39,705",News,Heavy rain,22,0,1,4.9
791,,10/11/93,10/21/93,India,"40,595",News,Torrential rain,35,40000,1,5.6
790,,10/6/93,10/8/93,South Africa,"5,895",News,Heavy rain,12,300,1,4.2
789,,10/5/93,10/5/93,Trinidad and Tobago,"1,178",News,Torrential rain,5,0,1,3.1
787,,10/4/93,10/12/93,Philippines,"35,873",News,Heavy rain,57,300000,2,5.8
786,,10/3/93,10/15/93,Australia,"4,164",News,Torrential rain,0,2000,2,5
785,,10/2/93,10/3/93,Iran (Islamic Republic of),"7,202",News,Heavy rain,0,0,1,4.2
788,,10/2/93,10/12/93,Viet Nam,"29,438",News,Torrential rain,122,15000,2,5.8
784,,9/28/93,9/29/93,Mexico,"13,916",News,Heavy rain,0,100000,1,4.4
783,,9/27/93,9/28/93,China,280,News,Torrential rain,0,1200,2,3
781,,9/22/93,10/8/93,"France,Italy","51,314",News,Torrential rain,17,1700,2,6.2
782,,9/22/93,9/28/93,United States of America,"31,767",News,Torrential rain,0,2500,2,5.6
780,,9/16/93,9/22/93,"Nicaragua,Costa Rica","59,970",News,Torrential rain,50,38600,1,5.6
779,,9/15/93,9/15/93,Australia,"31,808",News,Torrential rain,0,800,1,4.5
778,,9/9/93,9/17/93,"India,Nepal","65,928",News,Heavy rain,232,4590,1,5.8
777,,9/2/93,9/4/93,Japan,882,News,Heavy rain,35,5000,1,3.4
768,,8/30/93,8/30/93,Peru,"134,856",News,Heavy rain,0,300000,1,5.1
774,,8/27/93,8/28/93,Japan,"2,421",News,Heavy rain,2,3000,1,3.7
776,,8/27/93,8/27/93,China,"6,845",News,Dam/Levy break or release,242,3000,1,3.8
772,,8/21/93,8/22/93,United States of America,579,News,Heavy rain,0,0,2,3.4
773,,8/21/93,8/23/93,Mexico,"22,339",News,Tropical cyclone,0,3000,1,4.8
775,,8/21/93,9/1/93,China,"77,050",News,Torrential rain,152,21000,1,6
771,,8/20/93,8/23/93,Republic of Korea,"11,570",News,Torrential rain,12,3000,1,4.7
770,,8/19/93,8/22/93,Philippines,"7,161",News,Heavy rain,5,10000,1,4.5
769,,8/18/93,8/23/93,Sudan,"30,815",News,Torrential rain,6,300,1,5.3
766,,8/7/93,8/12/93,"Venezuela (Bolivarian Republic of),Nicaragua","75,802",News,Tropical cyclone,90,47800,1,5.7
767,,8/4/93,8/23/93,China,"112,506",News,Torrential rain,101,2577000,1,6.4
763,,7/31/93,8/12/93,Russian Federation,"122,315",News,Torrential rain,4,30000,2,6.5
764,,7/28/93,8/7/93,Japan,"20,755",News,Heavy rain,73,5000,1,5.4
762,,7/27/93,8/1/93,China,"9,597",News,Heavy rain,41,7000,1,4.8
761,,7/26/93,8/15/93,China,"56,896",News,Heavy rain,72,200000,2,6.4
765,,7/25/93,8/12/93,"Belarus,Ukraine","85,364",News,Heavy rain,6,42000,1,6.2
757,,7/8/93,8/13/93,"India,Nepal","531,507",News,Monsoonal rain,3083,9370926,2,7.6
758,,7/6/93,7/6/93,France,"2,738",News,Torrential rain,2,100,1,3.4
756,,7/5/93,7/7/93,Mexico,"147,721",News,Heavy rain,28,30000,1,5.6
760,,7/5/93,7/15/93,Ethiopia,"180,415",News,Heavy rain,0,120000,1,6.3
759,,7/3/93,7/31/93,China,"118,962",News,Heavy rain,367,1003000,1,6.5
755,,6/26/93,6/28/93,Philippines,"19,661",News,Monsoonal rain,5,22700,1,4.8
754,,6/24/93,8/23/93,United States of America,"444,971",News,Heavy rain,48,31000,2,7.7
752,,6/21/93,6/23/93,Mexico,"168,819",News,Heavy rain,9,12000,1,5.7
751,,6/15/93,7/8/93,China,"432,773",News,Heavy rain,132,375000,1,7
753,,6/15/93,6/30/93,Russian Federation,"3,547",News,Snowmelt,0,0,1,4.8
750,,6/13/93,6/17/93,Russian Federation,"23,269",News,Heavy rain,15,3000,1,5.1
749,,6/11/93,6/13/93,United Kingdom of Great Britain and Northern Ireland,"4,409",News,Heavy rain,8,2500,2,4.4
747,,6/4/93,6/22/93,"India,Bangladesh","259,046",News,Monsoonal rain,238,950000,1,6.7
746,,6/2/93,6/6/93,Taiwan (Province of China),"7,756",News,Heavy rain,10,0,1,4.6
745,,5/31/93,6/2/93,"Haiti,Cuba","73,170",News,Torrential rain,20,40000,1,5.3
743,,5/29/93,6/15/93,Somalia,"90,684",News,Heavy rain,0,0,1,6.2
744,,5/28/93,6/7/93,Sri Lanka,"13,958",News,Monsoonal rain,8,100000,1,5.2
742,,5/26/93,6/4/93,Kazakhstan,"213,194",News,Snowmelt,10,30000,1,6.3
748,,5/25/93,6/30/93,China,"444,779",News,Heavy rain,180,17150000,1,7.2
741,,5/19/93,6/1/93,Jamaica,"3,212",News,Heavy rain,8,1600,1,4.7
740,,5/11/93,5/15/93,Argentina,"247,102",News,Heavy rain,0,0,1,6.1
739,,5/7/93,5/8/93,Tajikistan,"20,198",News,Heavy rain,0,9000,1,4.6
737,,5/3/93,5/3/93,Chile,"1,262",News,Heavy rain,21,1225,1,3.1
738,,5/1/93,5/7/93,China,"72,612",News,Heavy rain,65,3000,1,5.7
736,,4/26/93,5/1/93,Colombia,"3,592",News,Torrential rain,55,2000,1,4.3
734,,4/17/93,4/17/93,Iran (Islamic Republic of),"5,315",News,Heavy rain,1,8000,1,3.7
735,,4/15/93,4/15/93,Ecuador,"2,471",News,Torrential rain,77,25000,1,3.4
733,,3/7/93,3/12/93,United States of America,"25,231",News,Snowmelt,2,1500,1,5.2
732,,2/23/93,3/6/93,United States of America,"7,407",News,Heavy rain,1,1600,1,4.9
731,,2/8/93,2/12/93,United Republic of Tanzania,"42,112",News,Heavy rain,54,2900,1,5.3
730,,2/5/93,2/10/93,Yemen,"61,492",News,Heavy rain,31,2500,1,5.6
727,,2/3/93,2/22/93,Iran (Islamic Republic of),"625,232",News,Heavy rain,500,300000,1,7.1
728,,2/1/93,2/5/93,Philippines,"23,141",News,Monsoonal rain,23,90000,1,5.1
729,,2/1/93,2/5/93,Indonesia,"19,197",News,Monsoonal rain,54,259000,1,5
726,,1/20/93,1/21/93,United States of America,"42,375",News,Torrential rain,0,200,2,5.2
725,,1/15/93,1/18/93,United Kingdom of Great Britain and Northern Ireland,"2,045",News,Snowmelt,0,500,1,3.9
724,,1/6/93,1/20/93,"Mexico,United States of America","24,074",News,Heavy rain,36,11215,1,5.6
723,,1/5/93,1/5/93,Colombia,"26,876",News,Heavy rain,16,0,1,4.4
722,,1/3/93,1/6/93,Iran (Islamic Republic of),"103,107",News,Heavy rain,10,0,1,5.6
721,,1/1/93,1/3/93,"Fiji,Solomon Islands","9,804",News,Tropical cyclone,21,10000,1,4.5
720,,12/25/92,12/27/92,Zimbabwe,"140,745",News,Heavy rain,1,250,2,5.9
719,,12/23/92,12/25/92,Iran (Islamic Republic of),"626,123",News,Heavy rain,14,3600,1,6.3
718,,12/22/92,12/27/92,Philippines,"15,084",News,Heavy rain,6,22000,1,5
717,,12/17/92,12/19/92,Sri Lanka,"29,674",News,Monsoonal rain,0,0,1,4.9
716,,11/30/92,12/3/92,United Kingdom of Great Britain and Northern Ireland,"25,631",News,Heavy rain,0,400,1,5
714,,11/29/92,11/29/92,Thailand,"25,181",News,Tropical cyclone,3,0,1,4.4
715,,11/29/92,11/29/92,United States of America,83,News,Tropical cyclone,3,0,1,1.9
713,,11/17/92,11/19/92,Albania,"5,619",News,Torrential rain,7,2000,2,4.5
712,,11/10/92,11/15/92,Montenegro,"1,277",News,Heavy rain,0,0,1,3.9
711,,10/31/92,10/31/92,Italy,"3,332",News,Heavy rain,0,1000,1,3.5
709,,10/28/92,10/31/92,"Viet Nam,Thailand","69,559",News,Tropical cyclone,49,3000,1,5.4
710,,10/28/92,10/30/92,"Philippines,Viet Nam","56,290",News,Tropical cyclone,3,3300,1,5.2
708,,10/20/92,10/21/92,United Kingdom of Great Britain and Northern Ireland,"12,300",News,Heavy rain,3,0,1,4.4
707,,10/10/92,10/11/92,Australia,"6,763",News,Heavy rain,0,280,1,4.1
706,,10/6/92,10/18/92,Montenegro,"14,385",News,Heavy rain,6,6140,1,5.3
705,,10/5/92,10/9/92,Viet Nam,"51,510",News,Heavy rain,55,7579,1,5.4
701,,9/28/92,10/2/92,"El Salvador,Honduras","94,599",News,Heavy rain,7,8000,1,5.7
702,,9/28/92,9/29/92,Iran (Islamic Republic of),"24,061",News,Heavy rain,0,0,1,4.7
703,,9/28/92,9/28/92,Italy,"4,077",News,Heavy rain,2,0,1,3.6
704,,9/28/92,10/8/92,"France,Italy","135,575",News,Heavy rain,12,120,1,6.2
700,,9/27/92,9/27/92,France,"23,384",News,Heavy rain,3,0,1,4.4
698,,9/22/92,9/23/92,Nigeria,"42,369",News,Heavy rain,9,13000,1,4.9
699,,9/22/92,9/22/92,France,"22,746",News,Torrential rain,38,2000,2,4.7
697,,9/21/92,9/26/92,United Kingdom of Great Britain and Northern Ireland,"111,334",News,Heavy rain,0,0,2,6.1
696,,9/20/92,9/24/92,Ethiopia,"87,638",News,Heavy rain,0,300,1,5.6
695,,9/17/92,9/18/92,Mexico,"182,383",News,Heavy rain,2,0,1,5.6
694,,9/12/92,11/20/92,"India,Sri Lanka","552,562",News,Tropical cyclone,263,20000,2,7.9
693,,9/10/92,9/12/92,United States of America,"2,902",News,Tropical cyclone,3,25000,1,3.9
692,,9/8/92,9/18/92,"Pakistan,India","873,375",News,Monsoonal rain,2750,3000000,2,7.3
691,,9/5/92,9/16/92,Russian Federation,"72,752",News,Heavy rain,0,180,1,5.9
690,,9/3/92,9/3/92,Afghanistan,"47,999",News,Monsoonal rain,3000,4000,1,4.7
689,,9/2/92,10/15/92,Indonesia,"98,560",News,Heavy rain,70,15000,1,6.6
688,,9/1/92,9/1/92,Nicaragua,"12,150",News,Tidal surge,100,16000,1,4.1
687,,8/30/92,8/30/92,Australia,"12,878",News,Torrential rain,2,0,2,4.4
686,,8/29/92,9/2/92,"China,Taiwan (Province of China)","166,183",News,Heavy rain,168,5000000,1,5.9
685,,8/28/92,8/28/92,Guam,516,News,Tropical cyclone,0,0,1,2.7
684,,8/26/92,8/27/92,United States of America,"68,137",News,Extra-tropical cyclone,20,1800000,1,5.1
682,,8/23/92,8/23/92,Mexico,"85,945",News,Extra-tropical cyclone,3,10000,1,4.9
683,,8/23/92,8/31/92,Sudan,"741,568",News,Heavy rain,4,1600,1,6.8
681,,8/16/92,8/22/92,China,"33,607",News,Tropical cyclone,6,0,1,5.4
680,,8/14/92,9/29/92,Philippines,"70,410",News,Tropical cyclone,45,250000,2,6.8
678,,8/10/92,8/20/92,Myanmar,"33,972",News,Heavy rain,0,0,1,5.6
679,,8/10/92,8/15/92,Pakistan,"7,351",News,Monsoonal rain,22,3000,1,4.6
677,,8/9/92,8/9/92,United Kingdom of Great Britain and Northern Ireland,"23,848",News,Heavy rain,9,0,2,4.7
674,,8/1/92,8/20/92,China,"432,937",News,Heavy rain,111,0,1,6.9
675,,8/1/92,9/3/92,India,"518,125",News,Monsoonal rain,40,2000,1,7.2
676,,8/1/92,9/15/92,Burkina Faso,"266,253",News,Heavy rain,0,0,1,7.1
673,,7/28/92,7/31/92,Viet Nam,"6,224",News,Heavy rain,0,38000,1,4.4
672,,7/26/92,8/7/92,India,"44,021",News,Monsoonal rain,16,0,1,5.8
671,,7/22/92,7/23/92,China,"74,669",News,Tropical cyclone,1,0,1,5.2
670,,7/21/92,7/29/92,Philippines,"5,257",News,Tropical cyclone,20,0,1,4.7
669,,7/20/92,7/20/92,United Kingdom of Great Britain and Northern Ireland,"15,063",News,Heavy rain,0,120,1,4.2
668,,7/15/92,8/10/92,Pakistan,"137,573",News,Monsoonal rain,94,1280000,1,6.6
667,,7/10/92,7/20/92,India,"28,222",News,Heavy rain,0,0,1,5.5
666,,7/9/92,7/10/92,Iran (Islamic Republic of),"19,184",News,Heavy rain,0,0,1,4.6
665,,7/4/92,7/12/92,Nepal,"16,330",News,Monsoonal rain,12,0,1,5.2
662,,7/2/92,7/9/92,Russian Federation,"83,464",News,Heavy rain,0,0,1,5.8
663,,7/2/92,7/5/92,China,"12,868",News,Heavy rain,0,0,2,5
664,,7/2/92,7/21/92,China,"65,829",News,Heavy rain,96,254472,2,6.4
661,,6/30/92,7/6/92,United States of America,"33,289",News,Heavy rain,0,600,1,5.4
660,,6/29/92,7/14/92,China,"392,988",News,Heavy rain,228,172000,2,7.1
659,,6/25/92,6/25/92,Bangladesh,"21,635",News,Monsoonal rain,2,50000,1,4.3
657,,6/20/92,6/21/92,Russian Federation,"35,738",News,Heavy rain,0,0,1,4.9
658,,6/20/92,6/24/92,Viet Nam,"10,794",News,Tropical cyclone,3,0,1,4.7
655,,6/15/92,6/15/92,Mozambique,"38,009",News,Heavy rain,53,0,1,4.6
656,,6/15/92,7/23/92,India,"752,429",News,Monsoonal rain,90,8000,1,7.5
654,,6/13/92,6/15/92,China,"1,233",News,Heavy rain,0,31,1,3.6
653,,6/12/92,8/1/92,China,"491,147",News,Heavy rain,93,120000,1,7.4
652,,6/8/92,6/8/92,Russian Federation,"9,487",News,Extra-tropical cyclone,0,0,1,4
650,,6/5/92,6/8/92,Sri Lanka,"11,671",News,Monsoonal rain,14,100000,2,5
651,,6/5/92,6/6/92,United States of America,"4,609",News,Heavy rain,0,250,1,4
649,,6/1/92,6/11/92,Uzbekistan,"16,364",News,Snowmelt,0,0,1,5.3
648,,5/17/92,5/18/92,Canada,"88,075",News,Ice jam/break-up,0,800,1,5.2
647,,5/16/92,5/17/92,Kyrgyzstan,"83,096",News,Heavy rain,4,22336,1,5.2
646,,5/13/92,5/26/92,Afghanistan,"48,119",News,Heavy rain,7,100000,1,5.8
645,,5/3/92,5/6/92,Papua New Guinea,"71,645",News,Heavy rain,0,10000,2,5.8
644,,4/28/92,4/28/92,Uzbekistan,"38,446",News,Heavy rain,0,0,1,4.6
643,,4/24/92,4/26/92,Canada,"1,537",News,Ice jam/break-up,0,100,1,3.7
642,,4/15/92,6/9/92,Tajikistan,"123,589",News,Heavy rain,200,500,1,6.8
641,,4/3/92,4/5/92,Italy,"7,027",News,Heavy rain,32,0,1,4.3
638,,4/1/92,7/2/92,"Argentina,Brazil","1,347,810",News,Heavy rain,37,305992,2,8.4
639,,4/1/92,4/3/92,United Kingdom of Great Britain and Northern Ireland,"14,729",News,Heavy rain,0,100,1,4.6
640,,4/1/92,5/8/92,China,"1,371",News,Heavy rain,5,3000,2,5
636,,3/28/92,6/8/92,Iran (Islamic Republic of),"1,151,219",News,Heavy rain,105,48000,2,8.2
637,,3/24/92,5/8/92,Ecuador,"109,522",News,Heavy rain,22,10000,1,6.7
634,,3/15/92,4/23/92,China,"545,359",News,Heavy rain,248,210000,2,7.6
635,,3/15/92,5/2/92,China,"542,310",News,Heavy rain,59,0,1,7.4
632,,3/14/92,3/14/92,Australia,"53,884",News,Tropical cyclone,0,0,1,4.7
633,,3/14/92,3/14/92,Canada,387,News,Torrential rain,0,53,2,2.9
631,,3/12/92,3/14/92,United States of America,"1,311",News,Ice jam/break-up,0,0,2,3.9
630,,3/10/92,3/11/92,Bolivia (Plurinational State of),"204,591",News,Heavy rain,4,5125,1,5.6
629,,3/4/92,3/6/92,United States of America,"6,381",News,Heavy rain,1,0,1,4.3
628,,3/3/92,3/25/92,Peru,"40,568",News,Heavy rain,0,32000,2,6.3
627,,3/1/92,3/2/92,Solomon Islands,"5,774",News,Tropical cyclone,0,40,1,4.1
626,,2/27/92,2/29/92,Canada,"7,997",News,Ice jam/break-up,0,4000,1,4.4
625,,2/20/92,2/26/92,"Türkiye,Egypt","81,543",News,Rain and snowmelt,200,1000,2,6.1
624,,2/11/92,2/14/92,Argentina,"192,706",News,Heavy rain,4,12200,2,6.2
623,,2/10/92,2/12/92,United States of America,"4,604",News,Heavy rain,8,0,2,4.4
622,,2/6/92,2/10/92,Cuba,"90,431",News,Heavy rain,0,9127,2,6
620,,2/1/92,2/12/92,Brazil,"1,073,672",News,Heavy rain,41,15600,1,7.1
621,,2/1/92,2/15/92,"Israel,Syrian Arab Republic","26,220",News,Heavy rain,15,4200,2,5.9
619,,1/21/92,1/29/92,Algeria,"12,836",News,Heavy rain,18,500,1,5.1
618,,1/17/92,1/18/92,Mexico,"478,329",News,Rain and snowmelt,50,13000,1,6
617,,1/9/92,1/9/92,United Kingdom of Great Britain and Northern Ireland,"18,380",News,Rain and snowmelt,0,0,1,4.3
615,,1/5/92,1/7/92,Argentina,"397,323",News,Torrential rain,53,1800,1,6.1
616,,1/5/92,1/8/92,Puerto Rico,"7,913",News,Heavy rain,20,600,1,4.5
613,,1/4/92,1/5/92,Brazil,"8,222",News,Heavy rain,25,1000,1,4.2
614,,1/4/92,1/6/92,Yemen,"3,771",News,Heavy rain,0,24200,1,4.1
612,,1/2/92,1/3/92,United Kingdom of Great Britain and Northern Ireland,"5,883",News,Heavy rain,1,30,1,4.1
611,,12/31/91,1/3/92,"Israel,Jordan","23,368",News,Rain and snowmelt,0,400,2,5.3
610,,12/24/91,12/30/91,Malaysia,"67,099",News,Heavy rain,11,0,1,5.7
609,,12/23/91,12/28/91,Lebanon,"10,184",News,Heavy rain,1,2000,1,4.8
608,,12/18/91,12/31/91,United States of America,"7,421",News,Heavy rain,15,1800,1,5
607,,12/16/91,12/22/91,Indonesia,"92,248",News,Heavy rain,2,100000,1,5.8
606,,12/14/91,12/16/91,United States of America,"1,320",News,Heavy rain,3,200,1,3.6
605,,12/12/91,12/15/91,Sri Lanka,"1,890",News,Heavy rain,0,10000,1,3.9
604,,12/11/91,12/12/91,French Polynesia,113,News,Tropical cyclone,2,0,1,2.4
603,,12/7/91,12/11/91,Iran (Islamic Republic of),"336,722",News,Heavy rain,22,0,1,6.2
602,,12/5/91,12/6/91,Egypt,"3,165",News,Dam/Levy break or release,0,6000,1,3.8
601,,12/2/91,12/3/91,United States of America,"210,360",News,Heavy rain,4,0,1,5.6
600,,11/30/91,12/2/91,Indonesia,"54,664",News,Heavy rain,0,0,1,5.2
599,,11/16/91,11/17/91,Brazil,"94,625",News,Heavy rain,12,10000,1,5.3
598,,11/13/91,11/18/91,India,"599,565",News,Heavy rain,90,85000,1,6.6
597,,11/5/91,11/8/91,Philippines,"20,705",News,Tropical cyclone,6315,28000,2,5.2
596,,10/28/91,10/29/91,Philippines,"54,779",News,Tropical cyclone,43,165000,1,5
595,,10/13/91,10/15/91,Italy,"52,844",News,Heavy rain,17,0,1,5.2
594,,10/12/91,10/13/91,Japan,"29,059",News,Extra-tropical cyclone,0,100,1,4.8
593,,10/8/91,10/13/91,United States of America,"10,405",News,Heavy rain,0,0,1,4.8
592,,10/6/91,10/7/91,Türkiye,"3,489",News,Heavy rain,6,0,1,3.8
591,,10/5/91,10/6/91,Iran (Islamic Republic of),"49,664",News,Heavy rain,12,0,1,5
590,,9/28/91,9/29/91,Bangladesh,"2,443",News,Dam/Levy break or release,0,50000,1,3.7
589,,9/27/91,9/30/91,Japan,"141,715",News,Extra-tropical cyclone,52,500,1,5.8
588,,9/26/91,9/27/91,United Kingdom of Great Britain and Northern Ireland,"35,831",News,Torrential rain,0,0,1,4.9
586,,9/19/91,9/25/91,Viet Nam,"20,794",News,Heavy rain,55,21000,1,5.2
587,,9/19/91,9/22/91,Japan,"52,827",News,Extra-tropical cyclone,8,200,1,5.3
584,,9/14/91,9/16/91,United States of America,"70,881",News,Heavy rain,0,0,1,5.3
585,,9/14/91,9/15/91,India,"91,961",News,Monsoonal rain,21,0,1,5.3
583,,9/11/91,9/17/91,Bangladesh,"63,025",News,Monsoonal rain,112,1000000,1,5.6
582,,9/10/91,9/14/91,Japan,"152,032",News,Extra-tropical cyclone,9,80,1,5.9
581,,9/7/91,9/8/91,Philippines,400,News,Monsoonal rain,0,10000,1,2.9
579,,9/5/91,9/8/91,United States of America,"24,978",News,Heavy rain,0,0,2,5.3
580,,9/5/91,9/8/91,Thailand,"12,170",News,Heavy rain,16,2000,1,4.7
578,,9/1/91,9/14/91,India,"170,874",News,Monsoonal rain,0,87500,1,6.4
577,,8/27/91,9/5/91,Mexico,"656,951",News,Heavy rain,12,8500,1,6.8
576,,8/22/91,8/30/91,Cambodia,"55,859",News,Heavy rain,100,700000,1,5.7
575,,8/20/91,8/24/91,Japan,"29,698",News,Extra-tropical cyclone,99,40000,1,5.2
573,,8/18/91,8/21/91,Thailand,"48,316",News,Tropical cyclone,0,0,1,5.3
574,,8/18/91,8/19/91,Myanmar,"30,248",News,Heavy rain,0,29674,1,4.8
572,,8/17/91,8/21/91,Viet Nam,"42,119",News,Tropical cyclone,15,40000,1,5.3
571,,8/15/91,8/29/91,India,"547,679",News,Monsoonal rain,88,0,1,6.9
570,,8/14/91,8/18/91,India,"151,947",News,Heavy rain,15,0,1,5.9
569,,8/13/91,8/22/91,Costa Rica,"18,429",News,Heavy rain,5,25000,1,5.3
567,,8/12/91,8/14/91,United States of America,"14,207",News,Heavy rain,1,0,1,4.6
568,,8/12/91,8/13/91,Sudan,"104,588",News,Heavy rain,3,18000,1,5.3
566,,8/11/91,8/13/91,Iran (Islamic Republic of),"32,783",News,Heavy rain,0,120,1,5
565,,8/10/91,8/12/91,United States of America,"2,578",News,Heavy rain,0,200,1,3.9
563,,8/9/91,8/20/91,Bangladesh,"7,441",News,Heavy rain,800,0,1,5
564,,8/9/91,8/12/91,China,"554,218",News,Heavy rain,456,0,1,6.3
561,,8/8/91,8/13/91,Soviet Union,"773,084",News,Heavy rain,0,0,1,6.7
562,,8/8/91,8/9/91,China,"4,350",News,Torrential rain,16,20000,1,3.9
560,,8/7/91,8/9/91,Myanmar,"55,417",News,Heavy rain,1,210250,2,5.5
559,,8/4/91,8/5/91,Nigeria,"22,908",News,Heavy rain,4,10000,1,4.7
555,,8/2/91,8/9/91,Soviet Union,"8,786",News,Heavy rain,46,0,1,4.8
556,,8/2/91,8/7/91,Bangladesh,"13,829",News,Heavy rain,6,50000,1,4.9
557,,8/2/91,8/6/91,Austria,"61,649",News,Heavy rain,10,0,2,5.8
558,,8/2/91,8/6/91,Poland,"65,818",News,Heavy rain,0,0,2,5.8
554,,8/1/91,8/3/91,Czechoslovakia,"60,517",News,Heavy rain,0,0,1,5.3
552,,7/29/91,7/30/91,Romania,"40,940",News,Heavy rain,71,10000,1,4.9
553,,7/29/91,7/31/91,India,"47,249",News,Monsoonal rain,500,6000,1,5.2
551,,7/28/91,7/31/91,Viet Nam,"30,956",News,Monsoonal rain,38,4000,1,5.1
549,,7/25/91,7/27/91,Thailand,"2,395",News,Torrential rain,1,0,2,4.2
550,,7/25/91,7/26/91,Ethiopia,"54,883",News,Heavy rain,2,0,1,5
547,,7/23/91,7/28/91,Philippines,"12,142",News,Tropical cyclone,16,20000,1,4.9
548,,7/23/91,8/3/91,China,"508,813",News,Tropical cyclone,66,160000,1,6.8
546,,7/22/91,7/26/91,Republic of Korea,"21,908",News,Heavy rain,54,3600,1,5
545,,7/19/91,7/20/91,China,"94,812",News,Heavy rain,8,0,1,5.3
544,,7/18/91,7/22/91,Soviet Union,"366,866",News,Heavy rain,0,0,1,6.3
542,,7/15/91,7/20/91,Benin,"17,907",News,Heavy rain,2,200000,1,5
543,,7/15/91,7/22/91,Lao People&#039;s Democratic Republic,"63,859",News,Heavy rain,16,800,1,5.7
540,,7/14/91,7/16/91,Ghana,"36,968",News,Heavy rain,5,0,1,5
541,,7/14/91,7/16/91,Bangladesh,"55,047",News,Heavy rain,17,300000,1,5.2
539,,7/13/91,7/19/91,India,"55,551",News,Monsoonal rain,25,400000,1,5.6
538,,7/11/91,7/29/91,Soviet Union,"61,651",News,Heavy rain,2,2000,1,6.1
535,,7/10/91,7/13/91,Philippines,"5,763",News,Tropical cyclone,2,0,1,4.4
536,,7/10/91,7/23/91,Myanmar,"128,983",News,Heavy rain,0,17570,1,6.3
537,,7/10/91,7/15/91,Bangladesh,"20,389",News,Heavy rain,4,70000,1,5.1
534,,7/9/91,7/10/91,Soviet Union,"3,473",News,Heavy rain,2,0,1,3.8
533,,7/7/91,7/10/91,Türkiye,"8,038",News,Heavy rain,15,0,1,4.5
532,,7/5/91,7/8/91,Soviet Union,"14,413",News,Heavy rain,15,0,1,4.8
531,,7/4/91,7/6/91,Bangladesh,"4,039",News,Heavy rain,0,40000,1,4.1
530,,7/2/91,7/18/91,China,"134,661",News,Heavy rain,101,160000,1,6.4
528,,7/1/91,7/18/91,China,"589,050",News,Heavy rain,750,615000,1,7
529,,7/1/91,7/9/91,China,"32,704",News,Heavy rain,0,0,1,5.5
527,,6/24/91,6/25/91,South Africa,"5,702",News,Heavy rain,0,0,1,4.1
526,,6/18/91,6/19/91,Chile,"15,853",News,Torrential rain,120,30000,1,4.5
525,,6/17/91,6/27/91,Bangladesh,"30,043",News,Monsoonal rain,0,160000,1,5.5
524,,6/12/91,6/14/91,China,"19,050",News,Heavy rain,22,4000,2,5.1
522,,6/11/91,6/12/91,United States of America,"78,319",News,Torrential rain,2,0,1,5.2
523,,6/11/91,6/12/91,Pakistan,"79,582",News,Heavy rain,39,2400,1,5.2
521,,6/10/91,6/12/91,India,"491,361",News,Monsoonal rain,72,300000,2,6.5
520,,6/9/91,6/11/91,Indonesia,"88,238",News,Torrential rain,73,0,1,5.4
519,,6/3/91,6/7/91,Colombia,"16,501",News,Heavy rain,57,239,1,4.9
518,,6/2/91,6/6/91,Sri Lanka,"42,642",News,Monsoonal rain,31,191700,1,5.3
517,,6/1/91,6/4/91,Algeria,"32,285",News,Heavy rain,17,1000,1,5.1
516,,5/28/91,6/4/91,Afghanistan,"24,274",News,Heavy rain,0,1000,1,5.3
515,,5/25/91,5/27/91,Republic of Korea,"15,995",News,Heavy rain,0,0,1,4.7
514,,5/21/91,5/23/91,Jamaica,"7,557",News,Torrential rain,15,320000,1,4.4
513,,5/18/91,6/15/91,China,"1,682,865",News,Heavy rain,400,600000,2,8
